gene5	chrom5	strand5	brpos5	cds.brpos5.start	gene3	chrom3	strand3	brpos3	cds.brpos3.start	fusionName	symbol5	symbol3	SR.passed	MR.passed	supportRead	score	info	Sample
ENSG00000187240	11	+	103130706	103130653	ENSG00000150672	11	-	83691685	83691670	ENSG00000187240-ENSG00000150672	DYNC2H1	DLG2	0	6	6	6	NA	/2260_PR40976a_1
ENSG00000090273	1	+	27250657	27250614	ENSG00000117602	1	+	24857708	24857764	ENSG00000090273-ENSG00000117602	NUDC	RCAN3	0	4	5	5	NA	/2260_PR40976a_1
ENSG00000149231	11	-	96116433	96116478	ENSG00000165323	11	+	92495022	92495036	ENSG00000149231-ENSG00000165323	CCDC82	FAT3	0	3	4	4	NA	/2260_PR40976a_1
ENSG00000165895	11	+	100730356	100730331	ENSG00000164318	5	+	38406228	38406231	ENSG00000165895-ENSG00000164318	ARHGAP42	EGFLAM	0	3	4	4	NA	/2260_PR40976a_1
ENSG00000137693	11	+	101985125	101985069	ENSG00000149256	11	-	79008588	79008585	ENSG00000137693-ENSG00000149256	YAP1	TENM4	0	3	3	3	NA	/2260_PR40976a_1
ENSG00000137500	11	-	82977909	82978087	ENSG00000105852	7	-	95006988	95006949	ENSG00000137500-ENSG00000105852	CCDC90B	PON3	0	2	3	3	NA	/2260_PR40976a_1
ENSG00000203727	6	+	147830523	147830472	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	8	13	13		/2260_PR40978d_1
ENSG00000123104	12	-	26834807	26834872	ENSG00000067141	15	+	73514260	73514265	ENSG00000123104-ENSG00000067141	ITPR2	NEO1	0	8	8	8		/2260_PR40978d_1
ENSG00000196312	9	-	99711193	99711202	ENSG00000148110	9	+	97177440	97177440	ENSG00000196312-ENSG00000148110	HIATL2	HIATL1	1	0	6	6		/2260_PR40978d_1
ENSG00000108100	10	+	35805503	35805466	ENSG00000077420	10	+	26781256	26781300	ENSG00000108100-ENSG00000077420	CCNY	APBB1IP	0	5	8	6		/2260_PR40978d_1
ENSG00000096080	6	-	43655405	43655474	ENSG00000170085	5	+	175731320	175731321	ENSG00000096080-ENSG00000170085	MRPS18A	SIMC1	0	4	4	4	mitochondrial translation, ribonucleoprotein, 	/2260_PR40978d_1
ENSG00000094755	5	+	170192386	170192218	ENSG00000164265	5	+	147251581	147251584	ENSG00000094755-ENSG00000164265	GABRP	SCGB3A2	0	3	3	3		/2260_PR40978d_1
ENSG00000106546	7	+	17349747	17349705	ENSG00000164877	7	-	1489924	1490027	ENSG00000106546-ENSG00000164877	AHR	MICALL2	0	20	23	23	NA	/2260_PR40980a_1
ENSG00000239857	7	+	916437	916405	ENSG00000188191	7	-	720363	720362	ENSG00000239857-ENSG00000188191	GET4	PRKAR1B	0	13	17	17	NA	/2260_PR40980a_1
ENSG00000106070	7	-	50694519	50694572	ENSG00000136267	7	-	14385016	14385016	ENSG00000106070-ENSG00000136267	GRB10	DGKB	0	13	14	14	NA	/2260_PR40980a_1
ENSG00000122970	12	+	110618376	110618334	ENSG00000139438	12	+	110181906	110181908	ENSG00000122970-ENSG00000139438	IFT81	FAM222A	0	8	9	9	NA	/2260_PR40980a_1
ENSG00000178928	19	-	48322229	48322291	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	4	4	4	NA	/2260_PR40980a_1
ENSG00000110237	11	+	73022875	73022845	ENSG00000170962	11	-	103818452	103818451	ENSG00000110237-ENSG00000170962	ARHGEF17	PDGFD	0	3	4	4	NA	/2260_PR40980a_1
ENSG00000164265	5	+	147251884	147251599	ENSG00000094755	5	+	170191918	170192134	ENSG00000164265-ENSG00000094755	SCGB3A2	GABRP	0	3	3	3	NA	/2260_PR40980a_1
ENSG00000088812	20	+	3596594	3596505	ENSG00000107796	10	-	90707143	90706634	ENSG00000088812-ENSG00000107796	ATRN	ACTA2	0	3	3	3	NA	/2260_PR40980a_1
ENSG00000164916	7	+	4780654	4780600	ENSG00000153303	6	-	168459868	168459853	ENSG00000164916-ENSG00000153303	FOXK1	FRMD1	0	2	3	3	NA	/2260_PR40980a_1
ENSG00000113448	5	-	58481015	58481022	ENSG00000155974	12	-	66990707	66990706	ENSG00000113448-ENSG00000155974	PDE4D	GRIP1	0	5	9	6		/2260_PR40980d_1
ENSG00000132313	2	+	86433418	86433349	ENSG00000156110	10	+	76287518	76287521	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	3	3	3	mitochondrial translation, ribonucleoprotein, 	/2260_PR40980d_1
ENSG00000261567	16	+	85391249	85391198	ENSG00000131149	16	+	85667520	85667530	ENSG00000261567-ENSG00000131149		GSE1	0	8	10	10	NA	/2260_PR40982a_1
ENSG00000137073	9	-	33960824	33960865	ENSG00000155158	9	-	15177812	15177807	ENSG00000137073-ENSG00000155158	UBAP2	TTC39B	0	9	9	9	NA	/2260_PR40982a_1
ENSG00000086102	9	+	33342852	33342789	ENSG00000137073	9	-	34017187	34017184	ENSG00000086102-ENSG00000137073	NFX1	UBAP2	0	7	8	8	NA	/2260_PR40982a_1
ENSG00000137500	11	-	82977909	82978087	ENSG00000105852	7	-	95006988	95006957	ENSG00000137500-ENSG00000105852	CCDC90B	PON3	0	3	4	4	NA	/2260_PR40982a_1
ENSG00000126870	7	+	158734839	158734757	ENSG00000106554	7	-	132523229	132523227	ENSG00000126870-ENSG00000106554	WDR60	CHCHD3	0	4	4	4	NA	/2260_PR40982a_1
ENSG00000251369	19	-	58067599	58067643	ENSG00000214530	11	-	72470426	72470425	ENSG00000251369-ENSG00000214530	ZNF550	STARD10	0	25	99	99	NA	/2260_PR40983a_1
ENSG00000073921	11	-	85685825	85685800	ENSG00000137491	11	+	74862833	74862875	ENSG00000073921-ENSG00000137491	PICALM	SLCO2B1	0	6	6	6	NA	/2260_PR40983a_1
ENSG00000073921	11	-	85685751	85685782	ENSG00000137491	11	+	74862833	74862875	ENSG00000073921-ENSG00000137491	PICALM	SLCO2B1	0	40	54	51		/2260_PR40983d_1
ENSG00000141867	19	-	15442647	15442678	ENSG00000099308	19	+	18232495	18232496	ENSG00000141867-ENSG00000099308	BRD4	MAST3	0	28	52	46		/2260_PR40983d_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	3	0	42	35.25		/2260_PR40983d_1
ENSG00000251369	19	-	58067599	58067632	ENSG00000214530	11	-	72470426	72470425	ENSG00000251369-ENSG00000214530	ZNF550	STARD10	0	16	18	18		/2260_PR40983d_1
ENSG00000118363	11	+	74660694	74660617	ENSG00000151376	11	-	86383000	86382999	ENSG00000118363-ENSG00000151376	SPCS2	ME3	0	11	15	15		/2260_PR40983d_1
ENSG00000070366	17	-	2195846	2195891	ENSG00000171914	15	+	62949970	62950026	ENSG00000070366-ENSG00000171914	SMG6	TLN2	0	7	9	9	ribonucleoprotein, 	/2260_PR40983d_1
ENSG00000261567	16	+	85391249	85391209	ENSG00000131149	16	+	85667520	85667521	ENSG00000261567-ENSG00000131149		GSE1	0	4	7	7		/2260_PR40983d_1
ENSG00000117385	1	-	43217396	43217359	ENSG00000215883	1	-	54651959	54651707	ENSG00000117385-ENSG00000215883	LEPRE1	CYB5RL	0	5	5	5		/2260_PR40983d_1
ENSG00000178928	19	-	48322229	48322283	ENSG00000136235	7	+	23306136	23306136	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	5	5	5		/2260_PR40983d_1
ENSG00000143061	1	-	117208906	117208937	ENSG00000082515	5	+	154330381	154330393	ENSG00000143061-ENSG00000082515	IGSF3	MRPL22	0	5	5	5	mitochondrial translation, ribonucleoprotein, 	/2260_PR40983d_1
ENSG00000033327	11	-	78128692	78128745	ENSG00000137693	11	+	102033187	102033190	ENSG00000033327-ENSG00000137693	GAB2	YAP1	0	4	4	4		/2260_PR40983d_1
ENSG00000203727	6	+	147830523	147830469	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	4	4	4		/2260_PR40983d_1
ENSG00000101294	20	+	30135409	30135339	ENSG00000232119	X	+	119739262	119739343	ENSG00000101294-ENSG00000232119	HM13	MCTS1	0	3	3	3	cytosolic ribosomal subunit, ribonucleoprotein, 	/2260_PR40983d_1
ENSG00000165476	10	+	65281337	65281297	ENSG00000204740	10	+	19787414	19787421	ENSG00000165476-ENSG00000204740	REEP3	MALRD1	0	3	3	3		/2260_PR40983d_1
ENSG00000153113	5	+	95865584	95865542	ENSG00000114331	3	-	195078513	195078511	ENSG00000153113-ENSG00000114331	CAST	ACAP2	0	3	3	3		/2260_PR40983d_1
ENSG00000132313	2	+	86433418	86433345	ENSG00000156110	10	+	76287518	76287539	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	3	3	3	mitochondrial translation, ribonucleoprotein, 	/2260_PR40983d_1
ENSG00000149716	11	-	69487990	69488008	ENSG00000141720	17	-	36943173	36943171	ENSG00000149716-ENSG00000141720	ORAOV1	PIP4K2B	0	65	96	82		/2260_PR40984a_1
ENSG00000110075	11	+	68331875	68331869	ENSG00000149256	11	-	79008588	79008586	ENSG00000110075-ENSG00000149256	PPP6R3	TENM4	0	63	81	72		/2260_PR40984a_1
ENSG00000160551	17	+	27861318	27861279	ENSG00000173120	11	+	66982811	66982813	ENSG00000160551-ENSG00000173120	TAOK1	KDM2A	0	28	41	39		/2260_PR40984a_1
ENSG00000261567	16	+	85391249	85391204	ENSG00000131149	16	+	85645015	85645137	ENSG00000261567-ENSG00000131149		GSE1	0	21	27	26		/2260_PR40984a_1
ENSG00000149231	11	-	96116433	96116478	ENSG00000176927	17	+	28361248	28361251	ENSG00000149231-ENSG00000176927	CCDC82	EFCAB5	0	21	25	25		/2260_PR40984a_1
ENSG00000033327	11	-	78128692	78128723	ENSG00000150672	11	-	83691685	83691682	ENSG00000033327-ENSG00000150672	GAB2	DLG2	0	17	18	18		/2260_PR40984a_1
ENSG00000203727	6	+	147830523	147830481	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	10	12	12		/2260_PR40984a_1
ENSG00000137509	11	-	82611277	82611319	ENSG00000151388	5	-	33577265	33577264	ENSG00000137509-ENSG00000151388	PRCP	ADAMTS12	0	6	6	6		/2260_PR40984a_1
ENSG00000132313	2	+	86433418	86433336	ENSG00000156110	10	+	76287518	76287546	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	3	4	4	mitochondrial translation, ribonucleoprotein, 	/2260_PR40984a_1
ENSG00000126870	7	+	158734839	158734732	ENSG00000106554	7	-	132523229	132523227	ENSG00000126870-ENSG00000106554	WDR60	CHCHD3	0	3	3	3		/2260_PR40984a_1
ENSG00000145555	5	-	16935897	16935945	ENSG00000198286	7	-	2987421	2987420	ENSG00000145555-ENSG00000198286	MYO10	CARD11	0	3	3	3		/2260_PR40984a_1
ENSG00000066248	2	-	233770355	233770464	ENSG00000108474	17	+	16215701	16215832	ENSG00000066248-ENSG00000108474	NGEF	PIGL	0	2	3	3		/2260_PR40984a_1
ENSG00000150753	5	+	10256265	10256238	ENSG00000112232	6	-	62442669	62442667	ENSG00000150753-ENSG00000112232	CCT5	KHDRBS2	0	143	227	220		/2260_PR40985a_1
ENSG00000117020	1	-	244006427	244006461	ENSG00000155011	4	-	108109682	108109680	ENSG00000117020-ENSG00000155011	AKT3	DKK2	0	80	104	104		/2260_PR40985a_1
ENSG00000101307	20	-	1546876	1546913	ENSG00000198053	20	+	1905410	1905410	ENSG00000101307-ENSG00000198053	SIRPB1	SIRPA	2	0	134	100.083333333333		/2260_PR40985a_1
ENSG00000100393	22	+	41548354	41548313	ENSG00000124749	6	-	55990947	55990944	ENSG00000100393-ENSG00000124749	EP300	COL21A1	0	44	48	48		/2260_PR40985a_1
ENSG00000197386	4	+	3227470	3227428	ENSG00000117335	1	+	207930359	207930361	ENSG00000197386-ENSG00000117335	HTT	CD46	0	27	32	28	ribonucleoprotein, 	/2260_PR40985a_1
ENSG00000179603	7	-	126409975	126409962	ENSG00000145214	4	-	957078	957077	ENSG00000179603-ENSG00000145214	GRM8	DGKQ	0	13	26	26		/2260_PR40985a_1
ENSG00000178928	19	-	48322229	48322278	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	24	24	24		/2260_PR40985a_1
ENSG00000002549	4	+	17600181	17600135	ENSG00000184305	4	+	91549176	91549177	ENSG00000002549-ENSG00000184305	LAP3	CCSER1	0	9	15	14		/2260_PR40985a_1
ENSG00000172493	4	+	87869723	87869676	ENSG00000153162	6	+	7845373	7845386	ENSG00000172493-ENSG00000153162	AFF1	BMP6	0	11	14	13		/2260_PR40985a_1
ENSG00000143751	1	-	226186894	226186942	ENSG00000179603	7	-	126410119	126410119	ENSG00000143751-ENSG00000179603	SDE2	GRM8	0	8	12	12		/2260_PR40985a_1
ENSG00000167766	19	-	53117911	53118047	ENSG00000203326	19	+	53883975	53883978	ENSG00000167766-ENSG00000203326	ZNF83	ZNF525	2	0	12	9.33333333333333		/2260_PR40985a_1
ENSG00000132313	2	+	86433418	86433328	ENSG00000156110	10	+	76287518	76287539	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	8	8	8	mitochondrial translation, ribonucleoprotein, 	/2260_PR40985a_1
ENSG00000203727	6	+	147830523	147830449	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	3	5	5		/2260_PR40985a_1
ENSG00000124406	4	-	42453998	42454057	ENSG00000109424	4	-	141481164	141481127	ENSG00000124406-ENSG00000109424	ATP8A1	UCP1	0	4	4	4		/2260_PR40985a_1
ENSG00000162885	1	-	235667441	235667473	ENSG00000155816	1	+	240286479	240286493	ENSG00000162885-ENSG00000155816	B3GALNT2	FMN2	0	3	4	4		/2260_PR40985a_1
ENSG00000197927	2	+	132494259	132494147	ENSG00000172915	13	+	35644856	35644884	ENSG00000197927-ENSG00000172915	C2orf27A	NBEA	0	3	3	3		/2260_PR40985a_1
ENSG00000077585	1	+	236343328	236343278	ENSG00000135845	1	-	172384466	172384461	ENSG00000077585-ENSG00000135845	GPR137B	PIGC	0	2	3	3		/2260_PR40985a_1
ENSG00000170759	10	-	32317356	32317394	ENSG00000132155	3	-	12641914	12641913	ENSG00000170759-ENSG00000132155	KIF5B	RAF1	0	52	70	70		/2260_PR40986a_1
ENSG00000028310	5	-	876275	876261	ENSG00000214595	2	+	55086671	55086672	ENSG00000028310-ENSG00000214595	BRD9	EML6	0	19	26	26		/2260_PR40986a_1
ENSG00000132313	2	+	86433418	86433345	ENSG00000156110	10	+	76287518	76287556	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	16	16	16	mitochondrial translation, ribonucleoprotein, 	/2260_PR40986a_1
ENSG00000225119	10	+	38734535	38734391	ENSG00000203880	20	+	62919032	62919152	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	2	7	7		/2260_PR40986a_1
ENSG00000170759	10	-	32317356	32317420	ENSG00000132155	3	-	12641914	12641913	ENSG00000170759-ENSG00000132155	KIF5B	RAF1	0	6	10	10		/2260_PR40986d_1
ENSG00000134318	2	-	11348413	11348454	ENSG00000157445	3	+	54537519	54537522	ENSG00000134318-ENSG00000157445	ROCK2	CACNA2D3	0	7	9	9	ribonucleoprotein, 	/2260_PR40986d_1
ENSG00000139218	12	-	46325289	46325335	ENSG00000177119	12	+	45695797	45695798	ENSG00000139218-ENSG00000177119	SCAF11	ANO6	0	8	8	8		/2260_PR40986d_1
ENSG00000120215	9	+	5897653	5897611	ENSG00000138593	15	-	49327855	49327853	ENSG00000120215-ENSG00000138593	MLANA	SECISBP2L	0	5	5	5		/2260_PR40986d_1
ENSG00000106554	7	-	132570422	132570491	ENSG00000174469	7	+	146471363	146471366	ENSG00000106554-ENSG00000174469	CHCHD3	CNTNAP2	0	3	3	3		/2260_PR40986d_1
ENSG00000153179	12	+	65004523	65004466	ENSG00000099204	10	-	116361720	116361717	ENSG00000153179-ENSG00000099204	RASSF3	ABLIM1	0	3	3	3		/2260_PR40986d_1
ENSG00000146592	7	+	28844139	28844097	ENSG00000106031	7	-	27233177	27233175	ENSG00000146592-ENSG00000106031	CREB5	HOXA13	0	70	108	108		/2260_PR40987a_1
ENSG00000145555	5	-	16935897	16935923	ENSG00000198286	7	-	2987421	2987420	ENSG00000145555-ENSG00000198286	MYO10	CARD11	0	26	48	48		/2260_PR40987a_1
ENSG00000148737	10	+	114799885	114799855	ENSG00000099256	10	-	25231365	25231362	ENSG00000148737-ENSG00000099256	TCF7L2	PRTFDC1	0	33	38	38		/2260_PR40987a_1
ENSG00000151025	10	+	25510086	25510034	ENSG00000151532	10	+	114575049	114575050	ENSG00000151025-ENSG00000151532	GPR158	VTI1A	0	22	38	38		/2260_PR40987a_1
ENSG00000042286	10	-	71873901	71873935	ENSG00000184381	22	-	38564084	38563950	ENSG00000042286-ENSG00000184381	AIFM2	PLA2G6	0	20	27	25		/2260_PR40987a_1
ENSG00000106012	7	+	2608633	2608589	ENSG00000122574	7	+	29874284	29874286	ENSG00000106012-ENSG00000122574	IQCE	WIPF3	0	11	20	20		/2260_PR40987a_1
ENSG00000132612	16	+	69356173	69356093	ENSG00000180398	2	-	47132733	47132289	ENSG00000132612-ENSG00000180398	VPS4A	MCFD2	0	12	12	12		/2260_PR40987a_1
ENSG00000092421	5	-	115909881	115909939	ENSG00000170921	17	+	61151306	61151306	ENSG00000092421-ENSG00000170921	SEMA6A	TANC2	0	7	13	11		/2260_PR40987a_1
ENSG00000122574	7	+	29915578	29915525	ENSG00000106009	7	-	2584690	2584687	ENSG00000122574-ENSG00000106009	WIPF3	BRAT1	0	4	9	9		/2260_PR40987a_1
ENSG00000106392	7	+	7197057	7197028	ENSG00000164362	5	-	1282739	1282739	ENSG00000106392-ENSG00000164362	C1GALT1	TERT	0	3	6	5	ribonucleoprotein, 	/2260_PR40987a_1
ENSG00000132313	2	+	86433418	86433331	ENSG00000156110	10	+	76287518	76287540	ENSG00000132313-ENSG00000156110	MRPL35	ADK	0	3	4	4	mitochondrial translation, ribonucleoprotein, 	/2260_PR40987a_1
ENSG00000151025	10	+	25510086	25510052	ENSG00000151532	10	+	114575049	114575050	ENSG00000151025-ENSG00000151532	GPR158	VTI1A	0	81	117	117		/2260_PR40987d_1
ENSG00000145555	5	-	16935897	16935935	ENSG00000198286	7	-	2987421	2987420	ENSG00000145555-ENSG00000198286	MYO10	CARD11	0	51	64	64		/2260_PR40987d_1
ENSG00000148737	10	+	114799885	114799859	ENSG00000099256	10	-	25231365	25231362	ENSG00000148737-ENSG00000099256	TCF7L2	PRTFDC1	0	20	41	41		/2260_PR40987d_1
ENSG00000042286	10	-	71873901	71873941	ENSG00000184381	22	-	38564084	38563950	ENSG00000042286-ENSG00000184381	AIFM2	PLA2G6	0	24	26	26		/2260_PR40987d_1
ENSG00000169862	5	-	11117562	11117597	ENSG00000154162	5	-	22505473	22505463	ENSG00000169862-ENSG00000154162	CTNND2	CDH12	0	6	9	9		/2260_PR40987d_1
ENSG00000122574	7	+	29915578	29915535	ENSG00000106009	7	-	2584690	2584687	ENSG00000122574-ENSG00000106009	WIPF3	BRAT1	0	6	7	7		/2260_PR40987d_1
ENSG00000092421	5	-	115909881	115909909	ENSG00000170921	17	+	61151320	61151318	ENSG00000092421-ENSG00000170921	SEMA6A	TANC2	0	3	9	6		/2260_PR40987d_1
ENSG00000099256	10	-	25226113	25226170	ENSG00000148737	10	+	114799784	114799786	ENSG00000099256-ENSG00000148737	PRTFDC1	TCF7L2	0	4	4	4		/2260_PR40987d_1
ENSG00000106392	7	+	7196830	7196764	ENSG00000164362	5	-	1294781	1294780	ENSG00000106392-ENSG00000164362	C1GALT1	TERT	0	4	4	4	ribonucleoprotein, 	/2260_PR40987d_1
ENSG00000126856	16	-	90128329	90128347	ENSG00000164256	5	+	23523400	23523402	ENSG00000126856-ENSG00000164256	PRDM7	PRDM9	0	3	3	3		/2260_PR40987d_1
ENSG00000118620	19	+	21216388	21216353	ENSG00000196268	19	+	21588080	21588093	ENSG00000118620-ENSG00000196268	ZNF430	ZNF493	0	2	3	3		/2260_PR40987d_1
ENSG00000126870	7	+	158734839	158734797	ENSG00000106554	7	-	132523229	132523227	ENSG00000126870-ENSG00000106554	WDR60	CHCHD3	0	136	158	153		/2260_PR40988a_1
ENSG00000155093	7	-	157691365	157691409	ENSG00000146842	7	-	129825207	129825205	ENSG00000155093-ENSG00000146842	PTPRN2	TMEM209	0	27	43	43		/2260_PR40988a_1
ENSG00000184863	7	+	155559349	155559304	ENSG00000009335	7	+	157041062	157041063	ENSG00000184863-ENSG00000009335	RBM33	UBE3C	0	27	35	35		/2260_PR40988a_1
ENSG00000105887	7	-	135661777	135661821	ENSG00000155093	7	-	157691429	157691428	ENSG00000105887-ENSG00000155093	MTPN	PTPRN2	0	25	29	29		/2260_PR40988a_1
ENSG00000085662	7	-	134129990	134130033	ENSG00000009335	7	+	156974802	156974825	ENSG00000085662-ENSG00000009335	AKR1B1	UBE3C	0	13	23	23		/2260_PR40988a_1
ENSG00000105887	7	-	135661777	135661827	ENSG00000146842	7	-	129825207	129825205	ENSG00000105887-ENSG00000146842	MTPN	TMEM209	0	14	14	14		/2260_PR40988a_1
ENSG00000154153	5	-	16572105	16572118	ENSG00000221866	7	-	132193535	132193535	ENSG00000154153-ENSG00000221866	FAM134B	PLXNA4	0	10	13	13		/2260_PR40988a_1
ENSG00000205664	X	-	3747405	3747427	ENSG00000022976	14	+	102792322	102792324	ENSG00000205664-ENSG00000022976		ZNF839	0	5	14	12.5		/2260_PR40988a_1
ENSG00000106459	7	+	129330386	129330342	ENSG00000006459	7	-	139838990	139838990	ENSG00000106459-ENSG00000006459	NRF1	KDM7A	0	7	10	10		/2260_PR40988a_1
ENSG00000178928	19	-	48322229	48322282	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	9	9	9		/2260_PR40988a_1
ENSG00000037749	5	+	153529500	153529438	ENSG00000164574	5	+	153674376	153674378	ENSG00000037749-ENSG00000164574	MFAP3	GALNT10	0	7	9	9		/2260_PR40988a_1
ENSG00000196678	16	-	20817109	20817152	ENSG00000083828	19	+	58310604	58310624	ENSG00000196678-ENSG00000083828	ERI2	ZNF586	0	4	8	8		/2260_PR40988a_1
ENSG00000174469	7	+	146536996	146536905	ENSG00000181072	7	+	136554008	136554009	ENSG00000174469-ENSG00000181072	CNTNAP2	CHRM2	0	7	7	7		/2260_PR40988a_1
ENSG00000184967	12	+	132633440	132633351	ENSG00000112787	12	+	133102320	133102322	ENSG00000184967-ENSG00000112787	NOC4L	FBRSL1	0	5	5	5	ribonucleoprotein, 	/2260_PR40988a_1
ENSG00000106554	7	-	132659929	132659976	ENSG00000145569	5	+	14601074	14601135	ENSG00000106554-ENSG00000145569	CHCHD3	FAM105A	0	3	4	4		/2260_PR40988a_1
ENSG00000169554	2	-	145274918	145274897	ENSG00000121964	2	-	144993304	144993290	ENSG00000169554-ENSG00000121964	ZEB2	GTDC1	0	3	3	3		/2260_PR40988a_1
ENSG00000109654	4	+	154249822	154249779	ENSG00000198589	4	-	151793907	151793905	ENSG00000109654-ENSG00000198589	TRIM2	LRBA	0	41	81	81		/2260_PR40989a_1
ENSG00000115687	2	-	242062147	242062193	ENSG00000105983	7	-	156629579	156629578	ENSG00000115687-ENSG00000105983	PASK	LMBR1	0	34	36	35		/2260_PR40989a_1
ENSG00000062282	11	+	75480157	75480121	ENSG00000021300	11	+	73362833	73362834	ENSG00000062282-ENSG00000021300	DGAT2	PLEKHB1	0	29	35	34		/2260_PR40989a_1
ENSG00000153814	7	-	28220082	28220128	ENSG00000005020	7	-	26933592	26933590	ENSG00000153814-ENSG00000005020	JAZF1	SKAP2	0	16	29	28		/2260_PR40989a_1
ENSG00000100345	22	-	36744973	36744992	ENSG00000166862	22	-	36962540	36962538	ENSG00000100345-ENSG00000166862	MYH9	CACNG2	0	25	27	27		/2260_PR40989a_1
ENSG00000159733	4	-	2420012	2420054	ENSG00000172264	20	+	14474125	14474127	ENSG00000159733-ENSG00000172264	ZFYVE28	MACROD2	0	21	25	24		/2260_PR40989a_1
ENSG00000133657	3	-	194207295	194207296	ENSG00000072518	11	+	63665704	63665716	ENSG00000133657-ENSG00000072518	ATP13A3	MARK2	0	9	20	20		/2260_PR40989a_1
ENSG00000203727	6	+	147830523	147830471	ENSG00000111961	6	+	148711270	148711272	ENSG00000203727-ENSG00000111961	SAMD5	SASH1	0	6	19	19		/2260_PR40989a_1
ENSG00000153147	4	+	144467200	144467160	ENSG00000137601	4	-	170506700	170506697	ENSG00000153147-ENSG00000137601	SMARCA5	NEK1	0	16	18	18		/2260_PR40989a_1
ENSG00000162627	1	+	99164461	99164400	ENSG00000253304	1	-	29448360	29448358	ENSG00000162627-ENSG00000253304	SNX7	TMEM200B	0	14	17	16.5		/2260_PR40989a_1
ENSG00000058091	7	+	90419929	90419891	ENSG00000187416	7	+	104377122	104377124	ENSG00000058091-ENSG00000187416	CDK14	LHFPL3	0	9	14	14		/2260_PR40989a_1
ENSG00000160584	11	-	116820849	116820962	ENSG00000149418	11	+	130058009	130058010	ENSG00000160584-ENSG00000149418	SIK3	ST14	0	7	15	14		/2260_PR40989a_1
ENSG00000139173	12	+	44537427	44537360	ENSG00000109686	4	-	152147392	152147387	ENSG00000139173-ENSG00000109686	TMEM117	SH3D19	0	7	13	10		/2260_PR40989a_1
ENSG00000109861	11	-	88033698	88033750	ENSG00000123892	11	-	87908601	87908406	ENSG00000109861-ENSG00000123892	CTSC	RAB38	0	5	10	10		/2260_PR40989a_1
ENSG00000135250	7	-	104782455	104782519	ENSG00000146776	7	-	105264713	105264713	ENSG00000135250-ENSG00000146776	SRPK2	ATXN7L1	0	4	9	9		/2260_PR40989a_1
ENSG00000185864	16	-	21858774	21858785	ENSG00000261832	16	-	28478223	28478037	ENSG00000185864-ENSG00000261832	NPIPB4		0	8	12	8.8		/2260_PR40989a_1
ENSG00000075711	3	-	196805334	196805404	ENSG00000150672	11	-	83195271	83195271	ENSG00000075711-ENSG00000150672	DLG1	DLG2	10	0	10	8		/2260_PR40989a_1
ENSG00000166326	11	+	35706884	35706830	ENSG00000121210	4	+	154471225	154471228	ENSG00000166326-ENSG00000121210	TRIM44	KIAA0922	0	7	8	8		/2260_PR40989a_1
ENSG00000178928	19	-	48322229	48322287	ENSG00000136235	7	+	23306100	23306101	ENSG00000178928-ENSG00000136235	TPRX1	GPNMB	0	7	7	7		/2260_PR40989a_1
ENSG00000114316	3	-	49354552	49354716	ENSG00000176101	9	+	140084259	140084268	ENSG00000114316-ENSG00000176101	USP4	SSNA1	0	6	7	7		/2260_PR40989a_1
ENSG00000068784	2	-	45704132	45704183	ENSG00000172840	16	+	66914510	66914659	ENSG00000068784-ENSG00000172840	SRBD1	PDP2	0	3	7	7		/2260_PR40989a_1
ENSG00000166557	15	+	79606347	79606307	ENSG00000169330	15	+	79748440	79748441	ENSG00000166557-ENSG00000169330	TMED3	KIAA1024	0	5	7	7		/2260_PR40989a_1
ENSG00000078699	20	+	32162067	32162023	ENSG00000164347	5	-	74060977	74060909	ENSG00000078699-ENSG00000164347	CBFA2T2	GFM2	0	6	6	6	mitochondrial translation, 	/2260_PR40989a_1
ENSG00000225119	10	+	38734535	38734382	ENSG00000203880	20	+	62919032	62919067	ENSG00000225119-ENSG00000203880	LINC00999	PCMTD2	0	4	5	5		/2260_PR40989a_1
ENSG00000261567	16	+	85391249	85391195	ENSG00000131149	16	+	85667520	85667522	ENSG00000261567-ENSG00000131149		GSE1	0	4	4	4		/2260_PR40989a_1
