X.FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	Sample
HLA-S--HLA-A	5	0	5	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.1315	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41007a_1
ZNF519--ZNF718	4	0	4	0	ONLY_REF_SPLICE	ZNF519^ENSG00000175322.7	chr18:14123113:-	ZNF718^ENSG00000250312.2	chr4:154702:+	YES_LDAS	0.1052	GT	1.5628	AG	1.6729	[HGNC_GENEFAM,INTERCHROMOSOMAL[chr18--chr4]]	2260_PR41007a_1
RP11-680G10.1--GSE1	3	1	3	1	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.1052	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR41007a_1
RP1-34H18.1--NAV3	29	6	29	6	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.4808	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41011a_1
TULP4--RP11-732M18.3	27	0	27	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.371	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41011a_1
SNORA50--CNOT1	16	6	16	6	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.3022	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41011a_1
TIMM23--PARGP1	13	2	6.5	1	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.103	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41011a_1
HLA-S--HLA-A	10	0	10	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.1374	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41011a_1
TULP4--RP11-732M18.3	10	2	10	2	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1649	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41011a_1
FBXL7--AHRR	32	12	32	12	ONLY_REF_SPLICE	FBXL7^ENSG00000183580.8	chr5:15616181:+	AHRR^ENSG00000063438.12	chr5:422844:+	YES_LDAS	0.4828	GT	1.9329	AG	1.9656	[INTRACHROMOSOMAL[chr5:15.06Mb]]	2260_PR41017a_1
CPD--NF1	28	7	28	7	ONLY_REF_SPLICE	CPD^ENSG00000108582.7	chr17:28712254:+	NF1^ENSG00000196712.12	chr17:29483001:+	YES_LDAS	0.384	GT	1.5301	AG	1.4566	[INTRACHROMOSOMAL[chr17:0.62Mb]]	2260_PR41017a_1
RP1-34H18.1--NAV3	23	2	23	2	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2742	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41017a_1
TULP4--RP11-732M18.3	9	2	9	0.86	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1081	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41017a_1
TIMM23--PARGP1	9	11	4.5	5.5	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.1097	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41017a_1
RP11-680G10.1--GSE1	7	3	7	3	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.1097	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR41017a_1
TULP4--RP11-732M18.3	7	4	7	2.2	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1009	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41017a_1
TRIM33--PARD6G	5	6	5	6	ONLY_REF_SPLICE	TRIM33^ENSG00000197323.6	chr1:114948032:-	PARD6G^ENSG00000178184.11	chr18:77960815:-	YES_LDAS	0.1207	GT	1.9329	AG	1.8323	[INTERCHROMOSOMAL[chr1--chr18]]	2260_PR41017a_1
LEPROT--LEPR	4	6	4	6	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.4	chr1:65891061:+	LEPR^ENSG00000116678.14	chr1:66031229:+	YES_LDAS	0.1097	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	2260_PR41017a_1
MED15--TTC28	29	17	29	17	ONLY_REF_SPLICE	MED15^ENSG00000099917.13	chr22:20862033:+	TTC28^ENSG00000100154.10	chr22:28410380:-	YES_LDAS	0.8459	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr22:7.43Mb]]	2260_PR41019a_1
HLA-S--HLA-A	21	0	21	0	ONLY_REF_SPLICE	HLA-S^ENSG00000225851.1	chr6:31350018:-	HLA-A^ENSG00000206503.7	chr6:29913228:+	YES_LDAS	0.3862	GT	1.9656	AG	1.9656	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTRACHROMOSOMAL[chr6:1.44Mb]]	2260_PR41019a_1
FAR1--SBF2	13	7	13	7	ONLY_REF_SPLICE	FAR1^ENSG00000197601.8	chr11:13722039:+	SBF2^ENSG00000133812.10	chr11:9983653:-	YES_LDAS	0.3678	GT	1.3996	AG	1.7968	[INTRACHROMOSOMAL[chr11:3.37Mb]]	2260_PR41019a_1
RP11-367G6.3--FAM65B	12	4	12	4	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	0.2943	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR41019a_1
AP003900.6--THAP7	11	1	11	0.85	ONLY_REF_SPLICE	AP003900.6^ENSG00000271308.1	chr21:11169841:+	THAP7^ENSG00000184436.7	chr22:21355076:-	YES_LDAS	0.2179	GT	1.6895	AG	1.9899	[INTERCHROMOSOMAL[chr21--chr22]]	2260_PR41019a_1
RP1-34H18.1--NAV3	9	2	9	2	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2023	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41019a_1
ZNF841--KLK7	8	0	8	0	ONLY_REF_SPLICE	ZNF841^ENSG00000197608.7	chr19:52597099:-	KLK7^ENSG00000169035.7	chr19:51480947:-	YES_LDAS	0.1471	GT	1.9086	AG	1.7232	[INTRACHROMOSOMAL[chr19:1.08Mb]]	2260_PR41019a_1
SNORA50--CNOT1	7	3	7	3	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.1839	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41019a_1
TIMM23--PARGP1	5	17	2.5	8.5	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	NO_LDAS	0.2023	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41019a_1
RP11-680G10.1--GSE1	4	2	4	1.71	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.105	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR41019a_1
RP11-411K7.1--MLIP	4	3	4	3	ONLY_REF_SPLICE	RP11-411K7.1^ENSG00000236740.2	chr6:53847648:+	MLIP^ENSG00000146147.10	chr6:53986245:+	YES_LDAS	0.1288	GT	1.7465	AG	1.5219	[INTRACHROMOSOMAL[chr6:0.02Mb],NEIGHBORS[21249]]	2260_PR41019a_1
SRBD1--RP11-693N9.1	3	3	3	3	INCL_NON_REF_SPLICE	SRBD1^ENSG00000068784.8	chr2:45773871:-	RP11-693N9.1^ENSG00000254569.1	chr11:104743983:+	YES_LDAS	0.1104	GT	1.6895	AG	1.7819	[INTERCHROMOSOMAL[chr2--chr11]]	2260_PR41019a_1
EEF1DP3--FRY	2	4	2	4	ONLY_REF_SPLICE	EEF1DP3^ENSG00000229715.4	chr13:32520318:+	FRY^ENSG00000073910.15	chr13:32652971:+	YES_LDAS	0.1104	GT	1.8256	AG	1.7819	[GTEx_recurrent_StarF2019,Babiceanu_Normal,INTRACHROMOSOMAL[chr13:0.08Mb],NEIGHBORS[77828]]	2260_PR41019a_1
TULP4--RP11-732M18.3	14	2	14	1.47	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.2002	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41020a_1
SNORA50--CNOT1	30	7	30	7	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.4838	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41020d_1
RP1-34H18.1--NAV3	27	0	27	0	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.3531	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41020d_1
AKR1C1--AKR1E2	12	2	12	2	ONLY_REF_SPLICE	AKR1C1^ENSG00000187134.8	chr10:4950612:+	AKR1E2^ENSG00000165568.13	chr10:4872867:+	YES_LDAS	0.1831	GT	1.9656	AG	1.9899	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr10:0.04Mb],LOCAL_REARRANGEMENT:+:[44542]]	2260_PR41020d_1
MAP3K3--RAD51C	10	0	10	0	ONLY_REF_SPLICE	MAP3K3^ENSG00000198909.3	chr17:61735267:+	RAD51C^ENSG00000108384.10	chr17:56772292:+	YES_LDAS	0.1308	GT	1.7465	AG	1.8256	[INTRACHROMOSOMAL[chr17:4.89Mb]]	2260_PR41020d_1
TULP4--RP11-732M18.3	8	0	8	0	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1046	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41020d_1
HIVEP1--EXOC2	8	0	8	0	ONLY_REF_SPLICE	HIVEP1^ENSG00000095951.12	chr6:12136125:+	EXOC2^ENSG00000112685.9	chr6:599225:-	YES_LDAS	0.1046	GT	1.7232	AG	1.8892	[INTRACHROMOSOMAL[chr6:11.32Mb]]	2260_PR41020d_1
RP1-34H18.1--NAV3	15	1	15	1	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.512	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41021d_1
RHBDF2--NF1	9	4	9	2.77	ONLY_REF_SPLICE	RHBDF2^ENSG00000129667.8	chr17:74497435:-	NF1^ENSG00000196712.12	chr17:29576002:+	YES_LDAS	0.3766	GT	1.5546	AG	1.9219	[INTRACHROMOSOMAL[chr17:44.76Mb]]	2260_PR41021d_1
ABR--PIK3R6	6	2	6	1.05	ONLY_REF_SPLICE	ABR^ENSG00000159842.10	chr17:1082961:-	PIK3R6^ENSG00000174083.13	chr17:8738773:-	YES_LDAS	0.2256	GT	1.6895	AG	1.7465	[INTRACHROMOSOMAL[chr17:7.57Mb]]	2260_PR41021d_1
TULP4--RP11-732M18.3	6	3	6	1.8	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.2496	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41021d_1
DENND1A--COG6	5	2	5	2	ONLY_REF_SPLICE	DENND1A^ENSG00000119522.11	chr9:126641230:-	COG6^ENSG00000133103.12	chr13:40325083:+	YES_LDAS	0.224	GT	1.9329	AG	1.7968	[INTERCHROMOSOMAL[chr9--chr13]]	2260_PR41021d_1
ABR--PIK3R6	5	2	5	0.87	INCL_NON_REF_SPLICE	ABR^ENSG00000159842.10	chr17:1057131:-	PIK3R6^ENSG00000174083.13	chr17:8738773:-	YES_LDAS	0.1878	GT	1.8892	AG	1.7465	[INTRACHROMOSOMAL[chr17:7.57Mb]]	2260_PR41021d_1
TIMM23--PARGP1	5	6	2.5	3	ONLY_REF_SPLICE	TIMM23^ENSG00000138297.9	chr10:51606988:-	PARGP1^ENSG00000214982.6	chr10:51732772:+	YES_LDAS	0.176	GT	1.7819	AG	1.9086	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr10:0.00Mb],LOCAL_INVERSION:-:+:[52]]	2260_PR41021d_1
RP11-367G6.3--FAM65B	4	0	4	0	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	0.128	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR41021d_1
AC019221.4--SPHKAP	4	1	4	1	ONLY_REF_SPLICE	AC019221.4^ENSG00000243637.1	chr2:234299129:+	SPHKAP^ENSG00000153820.8	chr2:228892259:-	YES_LDAS	0.16	GT	1.8892	AG	1.7968	[INTRACHROMOSOMAL[chr2:5.22Mb]]	2260_PR41021d_1
TULP4--RP11-732M18.3	2	5	2	3.2	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1664	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41021d_1
RHBDF2--NF1	1	7	1	4.23	ONLY_REF_SPLICE	RHBDF2^ENSG00000129667.8	chr17:74489144:-	NF1^ENSG00000196712.12	chr17:29576002:+	YES_LDAS	0.1674	GT	1.8062	AG	1.9219	[INTRACHROMOSOMAL[chr17:44.76Mb]]	2260_PR41021d_1
DDX5--POC5	242	97	242	97	ONLY_REF_SPLICE	DDX5^ENSG00000108654.7	chr17:62500795:-	POC5^ENSG00000152359.10	chr5:74973775:-	YES_LDAS	2.8501	GT	1.8256	AG	1.9329	[INTERCHROMOSOMAL[chr17--chr5]]	2260_PR41025a_1
RP1-34H18.1--NAV3	30	3	30	3	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2774	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41025a_1
NPC2--TRAV8-4	21	3	21	3	ONLY_REF_SPLICE	NPC2^ENSG00000119655.4	chr14:74959896:-	TRAV8-4^ENSG00000211790.2	chr14:22362916:+	YES_LDAS	0.2018	GT	1.9656	AG	1.585	[INTRACHROMOSOMAL[chr14:52.58Mb]]	2260_PR41025a_1
RP11-14D22.2--PRICKLE2	13	10	13	10	INCL_NON_REF_SPLICE	RP11-14D22.2^ENSG00000243993.1	chr3:64430159:-	PRICKLE2^ENSG00000163637.7	chr3:64184643:-	YES_LDAS	0.1934	GT	1.9329	AG	1.9899	[INTRACHROMOSOMAL[chr3:0.18Mb]]	2260_PR41025a_1
ADCY2--CLPTM1L	9	9	9	9	ONLY_REF_SPLICE	ADCY2^ENSG00000078295.11	chr5:7804805:+	CLPTM1L^ENSG00000049656.9	chr5:1318568:-	YES_LDAS	0.1514	GT	1.8062	AG	1.8892	[DEEPEST2019,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr5:6.05Mb]]	2260_PR41025a_1
EIF2B3--MAST2	8	9	8	8	ONLY_REF_SPLICE	EIF2B3^ENSG00000070785.12	chr1:45443987:-	MAST2^ENSG00000086015.16	chr1:46290105:+	YES_LDAS	0.1346	GT	1.7465	AG	1.8256	[INTRACHROMOSOMAL[chr1:0.80Mb]]	2260_PR41025a_1
RP11-367G6.3--FAM65B	47	7	47	7	ONLY_REF_SPLICE	RP11-367G6.3^ENSG00000272053.1	chr6:25042079:-	FAM65B^ENSG00000111913.11	chr6:24876045:-	YES_LDAS	0.844	GT	1.7465	AG	1.7819	[INTRACHROMOSOMAL[chr6:0.08Mb],NEIGHBORS[78992]]	2260_PR41025d_1
DDX5--POC5	27	2	27	2	ONLY_REF_SPLICE	DDX5^ENSG00000108654.7	chr17:62500795:-	POC5^ENSG00000152359.10	chr5:74973775:-	YES_LDAS	0.4533	GT	1.8256	AG	1.9329	[INTERCHROMOSOMAL[chr17--chr5]]	2260_PR41025d_1
SNORA50--CNOT1	18	4	18	4	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.3439	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41025d_1
RP1-34H18.1--NAV3	15	1	15	1	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2501	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41025d_1
SAA4--SAA1	10	0	10	0	ONLY_REF_SPLICE	SAA4^ENSG00000148965.4	chr11:18253942:-	SAA1^ENSG00000173432.6	chr11:18291264:+	YES_LDAS	0.1563	GT	1.9329	AG	1.7819	[DGD_PARALOGS,INTRACHROMOSOMAL[chr11:0.03Mb],LOCAL_INVERSION:-:+:[29281]]	2260_PR41025d_1
TULP4--RP11-732M18.3	10	1	10	0.59	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.1655	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41025d_1
TULP4--RP11-732M18.3	7	1	7	0.41	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.1158	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41025d_1
RP11-680G10.1--GSE1	7	2	7	2	ONLY_REF_SPLICE	RP11-680G10.1^ENSG00000261567.1	chr16:85391249:+	GSE1^ENSG00000131149.13	chr16:85667520:+	YES_LDAS	0.1407	GT	1.9899	AG	1.9329	[INTRACHROMOSOMAL[chr16:0.25Mb]]	2260_PR41025d_1
C10orf68--CCDC7	5	2	5	1.67	ONLY_REF_SPLICE	C10orf68^ENSG00000150076.18	chr10:32873232:+	CCDC7^ENSG00000216937.7	chr10:32832228:+	YES_LDAS	0.1043	GT	1.7232	AG	1.6402	[YOSHIHARA_TCGA,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr10:0.03Mb],NEIGHBORS_OVERLAP:+:+:[31195]]	2260_PR41025d_1
TMEM237--MPP4	79	8	79	7.63	ONLY_REF_SPLICE	TMEM237^ENSG00000155755.14	chr2:202507332:-	MPP4^ENSG00000082126.13	chr2:202514888:-	YES_LDAS	1.3487	GT	1.8892	AG	1.8256	[INTRACHROMOSOMAL[chr2:0.00Mb],LOCAL_REARRANGEMENT:-:[1300]]	2260_PR41026d_1
TULP4--RP11-732M18.3	67	3	67	1.75	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	1.0702	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41026d_1
TULP4--RP11-732M18.3	45	6	45	4.25	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158703295:+	YES_LDAS	0.7668	GT	1.8256	AG	1.9329	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41026d_1
EWSR1--ATF1	22	4	22	4	ONLY_REF_SPLICE	EWSR1^ENSG00000182944.13	chr22:29684775:+	ATF1^ENSG00000123268.4	chr12:51203239:+	YES_LDAS	0.4048	GT	1.7232	AG	1.3383	[Mitelman,ChimerKB,ChimerPub,Cosmic,ChimerSeq,INTERCHROMOSOMAL[chr22--chr12]]	2260_PR41026d_1
TMEM237--MPP4	19	2	19	0.37	ONLY_REF_SPLICE	TMEM237^ENSG00000155755.14	chr2:202508082:-	MPP4^ENSG00000082126.13	chr2:202514888:-	YES_LDAS	0.3016	GT	1.7465	AG	1.8256	[INTRACHROMOSOMAL[chr2:0.00Mb],LOCAL_REARRANGEMENT:-:[1300]]	2260_PR41026d_1
SNORA50--CNOT1	18	4	18	4	INCL_NON_REF_SPLICE	SNORA50^ENSG00000206952.2	chr16:58593708:-	CNOT1^ENSG00000125107.12	chr16:58594266:-	YES_LDAS	0.3425	GT	1.6895	AG	1.9086	[INTERCHROMOSOMAL[chr5--chr16]]	2260_PR41026d_1
ATF1--EWSR1	9	2	9	2	ONLY_REF_SPLICE	ATF1^ENSG00000123268.4	chr12:51189792:+	EWSR1^ENSG00000182944.13	chr22:29688126:+	YES_LDAS	0.1712	GT	1.9219	AG	1.9086	[ChimerKB,ChimerPub,INTERCHROMOSOMAL[chr12--chr22]]	2260_PR41026d_1
TMEM237--MPP4	8	0	8	0	ONLY_REF_SPLICE	TMEM237^ENSG00000155755.14	chr2:202508082:-	MPP4^ENSG00000082126.13	chr2:202514407:-	YES_LDAS	0.1245	GT	1.7465	AG	1.7465	[INTRACHROMOSOMAL[chr2:0.00Mb],LOCAL_REARRANGEMENT:-:[1300]]	2260_PR41026d_1
PCDHGA2--PCDHGC3	8	0	8	0	INCL_NON_REF_SPLICE	PCDHGA2^ENSG00000081853.13	chr5:140720962:+	PCDHGC3^ENSG00000240184.2	chr5:140874374:+	YES_LDAS	0.1245	GT	1.9656	AG	1.3383	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr5:0.13Mb]]	2260_PR41026d_1
CTD-2547E10.3--CRYM-AS1	8	2	6.99	1.8	ONLY_REF_SPLICE	CTD-2547E10.3^ENSG00000257403.2	chr16:21363459:+	CRYM-AS1^ENSG00000189149.7	chr16:21327205:+	YES_LDAS	0.1368	GT	1.7232	AG	1.8892	[INTRACHROMOSOMAL[chr16:0.03Mb],LOCAL_REARRANGEMENT:+:[28548]]	2260_PR41026d_1
LEPROT--LEPR	7	3	7	3	ONLY_REF_SPLICE	LEPROT^ENSG00000213625.4	chr1:65891061:+	LEPR^ENSG00000116678.14	chr1:66031229:+	YES_LDAS	0.1557	GT	1.8256	AG	1.9219	[GTEx_recurrent_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:0.09Mb],NEIGHBORS[89682]]	2260_PR41026d_1
RP11-736K20.6--TMEM135	5	2	5	2	ONLY_REF_SPLICE	RP11-736K20.6^ENSG00000246523.3	chr11:86669068:+	TMEM135^ENSG00000166575.12	chr11:86778736:+	YES_LDAS	0.1089	GT	1.8323	AG	1.9329	[INTRACHROMOSOMAL[chr11:0.04Mb],NEIGHBORS[36885]]	2260_PR41026d_1
KCNQ5--EIF4EBP1	183	52	183	52	ONLY_REF_SPLICE	KCNQ5^ENSG00000185760.11	chr6:73332315:+	EIF4EBP1^ENSG00000187840.4	chr8:37914599:+	YES_LDAS	6.053	GT	1.8323	AG	1.9899	[INTERCHROMOSOMAL[chr6--chr8]]	2260_PR41027a_1
BAG4--ELP3	28	16	28	16	ONLY_REF_SPLICE	BAG4^ENSG00000156735.6	chr8:38034657:+	ELP3^ENSG00000134014.12	chr8:27954736:+	YES_LDAS	1.1333	GT	1.5656	AG	1.9656	[INTRACHROMOSOMAL[chr8:9.99Mb]]	2260_PR41027a_1
TULP4--RP11-732M18.3	14	2	14	1.27	ONLY_REF_SPLICE	TULP4^ENSG00000130338.8	chr6:158735300:+	RP11-732M18.3^ENSG00000236537.1	chr6:158733083:+	YES_LDAS	0.3933	GT	1.8256	AG	1.9086	[INTRACHROMOSOMAL[chr6:0.00Mb],LOCAL_REARRANGEMENT:+:[302]]	2260_PR41027a_1
RP1-34H18.1--NAV3	11	0	11	0	ONLY_REF_SPLICE	RP1-34H18.1^ENSG00000231121.2	chr12:77966046:+	NAV3^ENSG00000067798.9	chr12:78334099:+	YES_LDAS	0.2833	GT	1.5329	AG	1.9656	[INTRACHROMOSOMAL[chr12:0.26Mb]]	2260_PR41027a_1
